X,Y,OBJECTID,ID,STATUS,REASON,ROAD,DESCRIPTION,SUBURB,UPDATETIME,TMR,LOCATION,SOURCE,GlobalID
153.076558722721501,-27.097672766188193,113,CAB_070,Open,Flooded,Payne Drive, ,BEACHMERE,2020-02-26T05:00:00.000Z,no,"Payne Drive, BEACHMERE",DWCP,187fe030-0e3b-42e1-99ef-46bc3da589f3
152.946397138287949,-27.126877650545321,114,CAB_045,Open,Flooded,Clark Road,at Hauton Road,MORAYFIELD,2020-02-26T05:00:00.000Z,no,"Clark Road at Hauton Road, MORAYFIELD",DWCP,4fb1c4f7-772e-42b9-ab8c-5afde75819fc
152.970838374774132,-27.189764279192598,115,HAY_002,Open,Flooded,Callaghan Road,at Saltwater Creek,NARANGBA,2020-02-26T05:00:00.000Z,no,Callaghan Road,DWCP,ed2ad1be-b7dd-4859-9bfc-de2491b4e172
152.959126934210502,-27.146901895553363,116,BUR_030,Open,Flooded,O'Brien Road,at Lindsay Road,BURPENGARY,2020-02-26T05:00:00.000Z,no,O'Brien Road,DWCP,6a80b79d-c08d-4d1e-9741-f8bccae9948d
152.938953677182468,-27.224803969061089,117,SID_013,Open,Flooded,Denham Road, ,KURWONGBAH,2020-02-26T05:00:00.000Z,no,Denham Road,DWCP,e11aed27-8951-4417-8d26-6398cac3c2f0
152.944254926728206,-27.233820363843677,118,SID_014,Open,Flooded,Margaret Road, ,KURWONGBAH,2020-02-26T05:00:00.000Z,no,"Margaret Road, KURWONGBAH",DWCP,1aaaf953-c64b-48bf-ad76-2870099a7a18
152.937587199498154,-27.210200386774826,119,SID_019,Open,Flooded,Eric McSweeney Court,at Browns Road,KURWONGBAH,2020-02-26T05:00:00.000Z,no,"Eric McSweeney Court, KURWONGBAH",DWCP,f56b48a7-f6b3-4c48-a842-da6e56d86dec
152.922673335913487,-27.122392946882307,120,CAB_066,Open,Flooded,Petersen Road,near Bushland Place,MORAYFIELD,2020-02-26T05:00:00.000Z,no,"Petersen Road near Bushland Place, MORAYFIELD",DWCP,00b16928-f2af-477f-8ed7-a6da44da8187
152.792972038349916,-27.256048034320784,121,UPR_047,Open,Flooded,Hawkins Road,,KOBBLE CREEK,2020-02-26T05:00:00.000Z,no,"Hawkins Road, KOBBLE CREEK",DWCP,4503aaa8-249f-41b6-bda6-16ca031049ef
153.002022424173333,-27.141679528661076,122,BUR_012,Open,Flooded,Uhlmann Road,near Farry Road,BURPENGARY EAST,2020-02-26T05:00:00.000Z,no,"Uhlmann Road near Farry Road, BURPENGARY EAST",DWCP,b5b26cc7-2eaa-4766-bd0f-32eab27f5642
152.946710534439404,-27.094287530214494,123,CAB_096,Open,Flooded,John Street,,CABOOLTURE SOUTH,2020-02-26T05:00:00.000Z,no,John Street,DWCP,ba6a0269-54d2-4d55-9ed5-484e34ab2d6a
152.948095718641127,-27.354927092787818,124,LPR_001,Open,Flooded,Dugandan Road,at Bunya Crossing Reserve car park,BUNYA,2020-02-26T05:00:00.000Z,no,Dugandan Road,DWCP,7b834503-ec39-4a35-ab49-5086ffea82e7
152.973830935175073,-27.053755619699078,125,CAB_064,Open,Flooded,Flowers Road,near Dot Newman Court,CABOOLTURE,2020-02-26T05:00:00.000Z,no,Flowers Road,DWCP,3bb9584e-5620-4137-bbca-392e0900982a
152.940872280101587,-27.210319735659908,126,SID_010,Open,Flooded,Browns Road,near McCormack Road,KURWONGBAH,2020-02-26T05:00:00.000Z,no,Browns Road,DWCP,ba68d604-55a8-4d05-a728-d7ce8265f161
153.171463329495481,-27.073736285894725,127,BRI_001,Open,Flooded,Cotterill Avenue, ,BONGAREE,2020-02-26T05:00:00.000Z,no,"Cotterill Avenue, BONGAREE",DWCP,02db8ff5-816d-4cb7-97a7-f37bffa7b231
153.132390211490588,-27.035972076541167,128,BRI_007,Open,Flooded,White Patch Esplanade,at Wrights Creek,BANKSIA BEACH,2020-02-26T05:00:00.000Z,no,"White Patch Esplanade at Wrights Creek, BANKSIA BEACH",DWCP,33156c84-c312-4d09-80b9-aac851d30014
152.942586174035569,-27.346236772506611,129,LPR_051,Open,Flooded,Bunya Pine Court,at Drapers Road,EATONS HILL,2020-02-26T05:00:00.000Z,no,Bunya Pine Court,DWCP,fb7b8638-5333-4ace-8a60-3c229925abf5
153.029443367067046,-27.27089387400531,130,LPR_009,Open,Flooded,Henry Road, ,GRIFFIN,2020-02-26T05:00:00.000Z,no,Henry Road,DWCP,07455834-8f38-4b07-956e-8d86ed5d3feb
152.940258957138042,-27.259435476462549,131,LPR_016,Open,Flooded,Vores Road,near Grant Street,WHITESIDE,2020-02-26T05:00:00.000Z,no,Vores Road,DWCP,21a0f298-381d-4776-8b3a-931ae7e8c7a5
152.936089461781108,-27.368134460292243,132,LPR_002,Open,Flooded,Bunya Road,at Wongan Creek,BUNYA,2020-02-26T05:00:00.000Z,no,"Bunya Road at Wongan Creek, BUNYA",DWCP,31fd9259-9017-4bc7-adab-5d134c0dc55d
153.15240934456537,-27.059029074640442,133,BRI_005,Open,Flooded,Bellara Street,at Wallimbi Avenue,BELLARA,2020-02-26T05:00:00.000Z,no,"Bellara Street at Wallimbi Avenue, BELLARA",DWCP,eda2986e-0e7e-41c9-a0da-26184dc5f32a
152.979287049784119,-27.334307752492151,134,LPR_039,Closed,Flooded,Leitchs Road Pedestrian Bridge,at South Pine River,BRENDALE,2020-03-13T03:45:00.000Z,no,"Leitchs Road Pedestrian Bridge at South Pine River, BRENDALE",DWCP,f1a83309-f032-422b-8855-efba0d5bb7f4
152.943356778530671,-27.216242404609595,135,SID_001,Open,Flooded,Forbes Road,at Sideling Creek,KURWONGBAH,2020-02-26T05:00:00.000Z,no,Forbes Road,DWCP,b9af1247-12a5-4f8c-8d20-240c5549e8a7
152.904116010639399,-27.06907813059458,136,CAB_092,Open,Flooded,Wades Road,,BELLMERE,2020-02-26T05:00:00.000Z,no,Wades Road,DWCP,fd1587ed-3468-4fab-aeec-dfee9b7e48f5
153.161098461746036,-27.073267640451515,137,BRI_017,Open,Flooded,Miramar Street,,BONGAREE,2020-02-26T05:00:00.000Z,no,"Miramar Street, BONGAREE",DWCP,a0870f4e-b347-40c0-80cb-49d0b5a8167d
152.78672449719565,-26.952035489259902,138,STA_010,Open,Flooded,Golf Course Road, ,WOODFORD,2020-02-26T05:00:00.000Z,no,Golf Course Road,DWCP,fe858fbb-c1d9-416b-87b8-58df58fcbbce
152.732915501508415,-27.016444518095572,139,NEU_003,Open,Flooded,Delaney Creek Road,near number 529,DELANEYS CREEK,2020-02-26T05:00:00.000Z,no,Delaney Creek Road,DWCP,0400f9e0-489b-4137-901c-91aedb3d9d86
152.795440203610553,-27.383738042217612,140,LPR_038,Open,Flooded,Goat Track,Whole length of track,HIGHVALE,2020-02-26T05:00:00.000Z,no,"Goat Track, HIGHVALE",DWCP,fff23871-7d6c-4541-bd78-e07ceaaf9f47
152.873467630237258,-27.395166530733835,141,LPR_044,Open,Flooded,Upper Camp Mountain Road,at Les Douglas Court,CAMP MOUNTAIN,2020-02-26T05:00:00.000Z,no,"Upper Camp Mountain Road at Les Douglas Court, CAMP MOUNTAIN",DWCP,16e37e71-2e04-4393-9173-e82ff619d065
152.787321948724923,-27.14988336844165,142,UPR_043,Open,Flooded,Clifford Road,at Mount Pleasant Road,MOUNT PLEASANT,2020-02-26T05:00:00.000Z,no,Clifford Road,DWCP,8b6edd3d-473a-4bfb-baa2-e73da942a2d3
152.76328552185177,-26.946627531634089,143,STA_017,Open,Flooded,Neurum Road,at Monkeybong Creek,WOODFORD,2020-02-26T05:00:00.000Z,no,Neurum Road,DWCP,69f1c272-fb22-42a3-9034-84a96fb57aa2
152.84642662260643,-27.405514943651209,144,LPR_045,Open,Flooded,Upper Wights Mountain  Road,at Browns Road,WIGHTS MOUNTAIN,2020-02-26T05:00:00.000Z,no,"Upper Wights Mountain  Road at Browns Road, WIGHTS MOUNTAIN",DWCP,323792d1-524d-4cf9-b6fd-ad4fe3da54ff
152.804331479459336,-27.328913345370459,145,LPR_003,Open,Flooded,Cedar Creek Road,at Cedar Creek,CEDAR CREEK,2020-02-26T05:00:00.000Z,no,"Cedar Creek Road at Cedar Creek, CEDAR CREEK",DWCP,ac7d97b5-978c-4949-979d-3fc6b76e04bb
153.158273602435628,-27.074212964931853,146,BRI_013,Open,Flooded,Clipper Street,,BONGAREE,2020-02-26T05:00:00.000Z,no,"Clipper Street, BONGAREE",DWCP,082880b7-78f8-4e8a-bceb-be2790817ac2
152.961032998444864,-27.065566120531336,147,CAB_084,Open,Flooded,Jensen Road,Opp Number 73,CABOOLTURE,2020-02-26T05:00:00.000Z,no,"Jensen Road, CABOOLTURE",DWCP,5b43254a-485d-43a1-9b96-8a39f77ad015
152.945336605229727,-27.013560453908081,148,PUM_011,Open,Flooded,Rose Creek Road,at Six Mile Creek,ELIMBAH,2020-02-26T05:00:00.000Z,no,Rose Creek Road,DWCP,bbd8cdc9-5b39-476f-ae83-10a95c816fba
152.80389272341003,-27.25288699608695,149,UPR_048,Open,Flooded,Dales Road,,KOBBLE CREEK,2020-02-26T05:00:00.000Z,no,Dales Road,DWCP,d95805bb-0b0f-42d4-a381-a7888ac09805
153.070428632697457,-27.086649356743379,150,CAB_059,Open,Flooded,Peel Road, ,BEACHMERE,2020-02-26T05:00:00.000Z,no,"Peel Road, BEACHMERE",DWCP,3fa52ab2-7275-4f29-bf1d-236a774e9b36
152.852839522943299,-27.12311353696105,151,CAB_098,Open,Flooded,Caboolture River Road,at Ten Bob Crossing,ROCKSBERG,2020-02-26T05:00:00.000Z,no,"Caboolture River Road at Ten Bob Crossing, ROCKSBERG",DWCP,5eede8e8-b563-4aff-8827-118dbbaea226
152.835239211568876,-27.103764373537309,152,CAB_099,Open,Flooded,McNamara Road,at Eliza Crossing,ROCKSBERG,2020-03-10T00:15:00.000Z,no,McNamara Road,DWCP,cddcc266-2ae8-4fc9-bff4-e19587d6991a
152.946647028938656,-27.028106354962766,153,CAB_008,Open,Flooded,Hamilton Road,near Vaughan Road,ELIMBAH,2020-02-26T05:00:00.000Z,no,Hamilton Road,DWCP,01eaa885-73ef-4c15-9108-2ae292618c6d
152.814366672686077,-27.222624972453481,154,UPR_001,Open,Flooded,Armstrong Creek Road, ,ARMSTRONG CREEK,2020-02-26T05:00:00.000Z,no,"Armstrong Creek Road, ARMSTRONG CREEK",DWCP,70dceca2-01f7-42f9-9a34-65cdd2a22c74
152.769475455843462,-26.955050648017401,155,STA_014,Open,Flooded,Kropp Road,at Yates Road,WOODFORD,2020-02-26T05:00:00.000Z,no,Kropp Road,DWCP,30a2e7b9-a4ad-4d87-8294-02bb951971ee
153.020972043732144,-27.170158612213498,156,BUR_045,Open,Flooded,Trinidad Terrace,,DECEPTION BAY,2020-02-26T05:00:00.000Z,no,"Trinidad Terrace, DECEPTION BAY",DWCP,81837c31-ffb7-4caa-ab62-b6c782d72778
152.979514032496922,-27.326857302611781,157,LPR_063,Open,Flooded,Leitchs Road,from South Pine Road to Cribb Road,BRENDALE,2020-02-26T05:00:00.000Z,no,Leitchs Road,DWCP,3c17832e-4961-4e7a-9927-8439b0b538f9
152.977328638921421,-27.052466465966326,158,CAB_079,Open,Flooded,Old Toorbul Point Road,at Zarbelles Chicken Farm,CABOOLTURE,2020-02-26T05:00:00.000Z,no,Old Toorbul Point Road,DWCP,5a3dcc5e-c9b1-472b-9e46-cc944e337518
152.9422329277198,-27.282035019580448,159,LPR_070,Open,Flooded,Regent Street,at Gordons Crossing Road,JOYNER,2020-02-26T05:00:00.000Z,no,"Regent Street at Gordons Crossing Road, JOYNER",DWCP,df60ddb3-1078-43d1-b53a-60a4f2d399c6
152.943039825948972,-27.218099762328528,160,SID_016,Open,Flooded,Forbes Road,near Denham Road,KURWONGBAH,2020-02-26T05:00:00.000Z,no,Forbes Road,DWCP,6811b49a-4655-48d3-9380-7c5300a21040
152.981079571458253,-27.277618247658779,161,LPR_064,Open,Flooded,Leis Parade,from Gympie Road to Railway,LAWNTON,2020-02-26T05:00:00.000Z,no,"Leis Pde from Gympie Road to Railway, LAWNTON",DWCP,8c7d15ae-7cd7-4dbe-b684-60ec236adeee
152.962555039183627,-27.365864007840635,162,LPR_040,Open,Flooded,Thiess Drive,near Mahogany Drive,ALBANY CREEK,2020-02-26T05:00:00.000Z,no,"Thiess Drive near Mahogany Drive, ALBANY CREEK",DWCP,9752c9b5-61bc-4427-bfd0-127981d863bb
152.967210638093661,-27.366296205039763,163,LPR_041,Open,Flooded,Thiess Drive,at Forest Court,ALBANY CREEK,2020-02-26T05:00:00.000Z,no,Thiess Drive,DWCP,737815f5-afed-4a8f-84c9-ab7285635367
152.972954245034742,-27.385301712598412,164,BCC_003,Open,Flooded,Bunya Road,at Charles Street,EVERTON HILLS,2020-02-26T05:00:00.000Z,no,"Bunya Road at Charles Street, EVERTON HILLS",DWCP,e98af523-3707-4984-ada8-26a3810f9047
152.972470174369136,-27.367587919306231,165,LPR_042,Open,Flooded,Allamanda Crescent, ,ALBANY CREEK,2020-02-26T05:00:00.000Z,no,Allamanda Crescent,DWCP,475b8ec6-21fe-4285-8851-8e85e4335073
152.850151126707601,-27.395310425570944,166,LPR_043,Open,Flooded,Smiths Road,near Oatlands Court,WIGHTS MOUNTAIN,2020-02-26T05:00:00.000Z,no,"Smiths Road near Oatlands Court, WIGHTS MOUNTAIN",DWCP,edda5a20-b0a1-41a7-8bc8-5ad70cd86efa
152.957286962624636,-27.400077351401166,167,BCC_005,Open,Flooded,Grove Avenue,at The Gardens Unit Complex,ARANA HILLS,2020-02-26T05:00:00.000Z,no,"Grove Avenue at The Gardens Unit Complex, ARANA HILLS",DWCP,eebb8576-ed29-467b-8121-e4583108cd63
152.844558751144632,-27.300775497611742,168,UPR_039,Open,Flooded,Winn Road,at Mount Samson Road,MOUNT SAMSON,2020-02-26T05:00:00.000Z,no,"Winn Road at Mount Samson Road, MOUNT SAMSON",DWCP,c5f192fb-3045-49bf-b894-4edea60753b2
152.781471341653685,-26.866025086242104,169,STA_002,Open,Flooded,Bellthorpe Range Road,near Simpson Road,STANMORE,2020-02-26T05:00:00.000Z,no,"Bellthorpe Range Road near Simpson Road, STANMORE",DWCP,15535411-2859-496f-8c0b-489c54d9fb0c
152.991089209411712,-27.22051812822836,170,HAY_006,Open,Flooded,Goodwin Road,at Old Gympie Road,DAKABIN,2020-02-26T05:00:00.000Z,no,Goodwin Road,DWCP,1932d58a-5a20-491f-9c39-9944c21a9e00
153.013130937976257,-27.249608438923683,171,HAY_010,Open,Flooded,Brays Road,near Anzac Avenue,MURRUMBA DOWNS,2020-02-26T05:00:00.000Z,no,"Brays Road, MURRUMBA DOWNS",DWCP,d9358ddf-c490-443a-b0d4-646e1ed6da62
153.160015594773284,-27.076815047701597,172,BRI_011,Open,Flooded,Hall Avenue,,BONGAREE,2020-02-26T05:00:00.000Z,no,"Hall Avenue, BONGAREE",DWCP,960188c0-2212-4590-8115-2f40f4a49b8b
153.16050694897919,-27.073827783246973,173,BRI_016,Open,Flooded,Doomba Drive,,BONGAREE,2020-02-26T05:00:00.000Z,no,"Doomba Drive, BONGAREE",DWCP,e86152ab-0c1e-45b1-b7ac-3aa469d1ba9a
152.959517161471638,-27.347937956975052,174,LPR_060,Open,Flooded,Faheys Road,at Kingfisher Creek,ALBANY CREEK,2020-02-26T05:00:00.000Z,no,"Faheys Road West at Kingfisher Creek, ALBANY CREEK",DWCP,ba9b735d-99ae-4006-9578-18a41c10199a
152.978417486877362,-27.261250671068684,175,LPR_067,Open,Flooded,Yebri Street,,KALLANGUR,2020-02-26T05:00:00.000Z,no,Yebri Street,DWCP,c140b96a-32d7-4ff3-a87d-c3f22391632f
153.165728423636153,-27.09154318870474,176,BRI_023,Open,Flooded,Spowers Street,,BONGAREE,2020-02-26T05:00:00.000Z,no,"Spowers Street, BONGAREE",DWCP,11feac62-2f06-4997-9716-571880a25fed
153.159709846878116,-27.073851431655651,177,BRI_015,Open,Flooded,Koopa Street,,BONGAREE,2020-02-26T05:00:00.000Z,no,"Koopa Street, BONGAREE",DWCP,6ca198a5-e3da-4b1a-9549-e27abff280e9
152.823957577139396,-27.19699074930962,178,UPR_050,Open,Flooded,Railway Street,at Community Centre Carpark,DAYBORO,2020-02-26T05:00:00.000Z,no,Railway Street,DWCP,d532710f-04ae-4c4d-bc36-19076b268e15
153.15815743320141,-27.07608393255553,179,BRI_006,Open,Flooded,Bestman Avenue,at Kangaroo Avenue,BONGAREE,2020-02-26T05:00:00.000Z,no,"Bestman Avenue at Kangaroo Avenue, BONGAREE",DWCP,52ddcf60-ba0e-40a7-9abb-42a93b13509a
152.989665688706935,-27.081651294090378,180,CAB_020,Open,Flooded,Pasturage Road, ,CABOOLTURE,2020-02-26T05:00:00.000Z,no,Pasturage Road,DWCP,a7674d45-550b-48c5-85c1-8f1aaf4a1a51
153.162307968715993,-27.07559507791693,181,BRI_020,Open,Flooded,Paradise Parade,,BONGAREE,2020-02-26T05:00:00.000Z,no,"Paradise Parade, BONGAREE",DWCP,107a07c7-ae67-416a-a865-1e8b701d97f7
152.747696934555648,-27.194399446005701,182,UPR_030,Open,Flooded,Costelloe Road,at Lower Crossing,LACEYS CREEK,2020-02-26T05:00:00.000Z,no,"Costelloe Road at Lower Crossing, LACEYS CREEK",DWCP,60f73434-df0e-4047-8c98-e73a6e6834b0
152.696356714084942,-26.98452309116108,183,NEU_002,Open,Flooded,Rasmussen Road, ,NEURUM,2020-02-26T05:00:00.000Z,no,Rasmussen Road,DWCP,ef2af14f-b933-4861-a695-be58edd10535
152.907622074107906,-27.08563983132402,184,CAB_060,Open,Flooded,Bells Lane,near Currawong Place,BELLMERE,2020-02-26T05:00:00.000Z,no,"Bells Lane near Currawong Place, BELLMERE",DWCP,c3174a25-9e71-4f4a-8551-32996e66f9ca
152.955261081995985,-27.205538229675948,185,SID_012,Open,Flooded,Mumford Road,at Browns Road,NARANGBA,2020-02-26T05:00:00.000Z,no,Mumford Road,DWCP,bcf5f851-4920-438a-9d31-7ac8734b5c06
153.162828564880897,-27.074313630064271,186,BRI_022,Open,Flooded,Partridge Street,,BONGAREE,2020-02-26T05:00:00.000Z,no,"Partridge Street, BONGAREE",DWCP,0ac5ada2-559a-454a-8ec3-7b52d7d06fed
153.161772017647763,-27.072938713841182,187,BRI_018,Open,Flooded,Cormorant Street,,BONGAREE,2020-02-26T05:00:00.000Z,no,"Cormorant Street, BONGAREE",DWCP,cede97d4-a911-447f-84cc-ce07517f21c8
152.715057220933943,-27.010534624610429,188,NEU_006,Open,Flooded,Wiseman Road,at creek,MOUNT DELANEY,2020-02-26T05:00:00.000Z,no,"Wiseman Road at creek, MOUNT DELANEY",DWCP,be310cf3-590e-4c4b-ba17-ecaa926c0a0e
152.758513672859152,-27.189926924834236,189,UPR_032,Open,Flooded,Laceys Creek Road,at Worths Crossing,LACEYS CREEK,2020-02-26T05:00:00.000Z,no,Laceys Creek Road,DWCP,56822fb8-65af-4962-a064-6ed34c5574c3
152.93783621069818,-27.051008274403845,190,CAB_032,Open,Flooded,Old Gympie Road,at Craigslea Drive,CABOOLTURE,2020-02-26T05:00:00.000Z,no,Old Gympie Road,DWCP,aa6fb170-6589-4e1a-9caa-f2e17cbc7ed3
152.792414171982159,-26.992117550374658,191,STA_004,Open,Flooded,Buckingham Road,near Mount Mee Road,DELANEYS CREEK,2020-02-26T05:00:00.000Z,no,Buckingham Road,DWCP,b57ed411-45b7-4559-bf86-07e7148a3023
153.160325065286941,-27.074788302167551,192,BRI_002,Open,Flooded,Kingfisher Drive, ,BONGAREE,2020-02-26T05:00:00.000Z,no,"Kingfisher Drive, BONGAREE",DWCP,a3f2ad75-c141-490f-82b4-96a3c5cf5e76
152.769567658026006,-26.969346934966804,193,STA_012,Open,Flooded,Ironbark Drive,near Fiddlewood Court,WOODFORD,2020-02-26T05:00:00.000Z,no,Ironbark Drive,DWCP,718e46b5-6084-4f33-9b46-35c6c31e27bb
152.797348297139223,-27.387136905879501,194,LPR_005,Open,Flooded,Dawson Creek Road,near number 187,HIGHVALE,2020-02-26T05:00:00.000Z,no,Dawson Creek Road,DWCP,36ea68f1-f4b0-42ef-9252-82b773da7b99
153.020700697719093,-27.16555844648958,195,BUR_044,Open,Flooded,Barbados Boulevard,,DECEPTION BAY,2020-02-26T05:00:00.000Z,no,"Barbados Boulevard, DECEPTION BAY",DWCP,d4dfc505-7e7c-4b51-98da-7a1184507285
152.980143366133831,-27.157040198584919,196,BUR_034,Open,Flooded,Old Bay Road,at Arthur Drewett Drive,BURPENGARY EAST,2020-02-26T05:00:00.000Z,no,Old Bay Road,DWCP,0084dfb4-6e3a-4a4c-94fb-9fd0f223a4a0
153.004376166524594,-27.165421226208554,197,BUR_033,Open,Flooded,Old Bay Road,at Little Burpengary Creek,DECEPTION BAY,2020-02-26T05:00:00.000Z,no,Old Bay Road,DWCP,64e1ae1a-b4c4-4c46-950c-407997c2950c
152.797808928962439,-27.1928188052702,198,UPR_012,Open,Flooded,Laceys Creek Road,at North Pine River,ARMSTRONG CREEK,2020-02-26T05:00:00.000Z,no,"Laceys Creek Road at North Pine River, ARMSTRONG CREEK",DWCP,74f1f571-42a2-4600-8323-598d73437426
152.987359603778117,-27.30465441909735,199,LPR_078,Open,Flooded,Stanley Street,at Maree Street,STRATHPINE,2020-02-26T05:00:00.000Z,no,"Stanley Street at intersection with Maree Street, STRATHPINE",DWCP,01bfd0f0-92a5-4310-bf80-12aecdac1589
152.877964605532696,-27.362994934924082,200,LPR_059,Open,Flooded,Gibbons Road,near 108,SAMFORD VALLEY,2020-02-26T05:00:00.000Z,no,"Gibbons Road near 108, SAMFORD VALLEY",DWCP,28f746fd-ca60-4435-b3f9-00b0f2934a5f
152.835090675136684,-27.188116337353335,201,UPR_005,Open,Flooded,Fingerboard Road, ,DAYBORO,2020-02-26T05:00:00.000Z,no,Fingerboard Road,DWCP,b2089310-489d-469a-ad9b-a6a82b6b5ae9
152.844793968713503,-27.333986503681814,202,LPR_035,Open,Flooded,Gordons Road,at lower crossing,CEDAR CREEK,2020-02-26T05:00:00.000Z,no,Gordons Road,DWCP,eb28bef3-838c-4f3b-9cb8-070279f63a71
153.162570611850498,-27.076238445890311,203,BRI_019,Open,Flooded,Lyrebird Lane,,BONGAREE,2020-02-26T05:00:00.000Z,no,"Lyrebird Lane, BONGAREE",DWCP,084dbd80-f8b2-4a7f-b457-e969b285f17f
152.722588726818742,-26.899047846364027,204,STA_021,Open,Flooded,Stony Creek Road,at Stony Creek,STONY CREEK,2020-02-26T05:00:00.000Z,no,Stony Creek Road,DWCP,daaea351-0afc-46df-8784-abf5bbd0af01
153.069971560897756,-27.092242553790882,205,CAB_016,Open,Flooded,Mynott Road, ,BEACHMERE,2020-02-26T05:00:00.000Z,no,"Mynott Road, BEACHMERE",DWCP,835c6159-7c53-416a-bfa1-6b41ea2f705b
153.159057365452952,-27.074244124091919,206,BRI_014,Open,Flooded,Penguin Street,,BONGAREE,2020-02-26T05:00:00.000Z,no,"Penguin Street, BONGAREE",DWCP,053f4183-97c6-4712-8f5a-ce4b744bfc20
153.162316409286291,-27.073245068561846,207,BRI_021,Open,Flooded,Sanderling Lane,,BONGAREE,2020-02-26T05:00:00.000Z,no,"Sanderling Lane, BONGAREE",DWCP,44d242e1-b13a-43cf-b4c1-f6c4c304ba6e
152.931826142782569,-27.092265292200047,208,CAB_037,Open,Flooded,River Drive,at Torrens Road,CABOOLTURE SOUTH,2020-02-26T05:00:00.000Z,no,"River Drive at Torrens Road, CABOOLTURE SOUTH",DWCP,e46af0a6-cf51-478a-8296-85673c07222b
152.934437632450141,-27.06159946078877,209,CAB_097,Open,Flooded,Smiths Road,opp Scout Hall,CABOOLTURE,2020-02-26T05:00:00.000Z,no,Smiths Road,DWCP,ef48613c-6c80-477d-8396-ec7b7545f691
152.729354144937588,-26.892047615961317,210,STA_009,Open,Flooded,Fletcher Road, ,STONY CREEK,2020-02-26T05:00:00.000Z,no,"Fletcher Road, STONY CREEK",DWCP,2ea003b1-5245-4b95-8499-80372168a23d
152.873292094040863,-27.015015480087715,211,CAB_033,Open,Flooded,Newlands Road,at Patane Road,WAMURAN,2020-02-26T05:00:00.000Z,no,"Newlands Road at Patane Road, WAMURAN",DWCP,107eaca6-9a9d-465a-a98a-38b0cb7860f6
152.856838154241586,-27.07676348728868,212,CAB_069,Open,Flooded,Jackson Road, ,WAMURAN,2020-02-26T05:00:00.000Z,no,"Jackson Road, WAMURAN",DWCP,b7495281-d025-406c-ba20-2ad357f3f5d8
152.9607079152116,-27.161928317377225,213,BUR_022,Open,Flooded,Henderson Road,near Merewyn Street,BURPENGARY,2020-02-26T05:00:00.000Z,no,Henderson Road,DWCP,fd63d3af-5b0a-4e01-ada1-dd3c087dcd96
152.977581971018168,-27.048613331346989,214,CAB_019,Open,Flooded,Old Toorbul Point Road,near Pumicestone Road,CABOOLTURE,2020-02-26T05:00:00.000Z,no,"Old Toorbul Point Road near Pumicestone Road, CABOOLTURE",DWCP,a288a993-e0c3-4a10-b957-c3ae607ad396
152.960895968533094,-27.146080754356873,215,BUR_029,Open,Flooded,Adsett Road, ,BURPENGARY,2020-02-26T05:00:00.000Z,no,"Adsett Road, BURPENGARY",DWCP,10499ccb-defe-4064-b5d3-c22063b38a16
152.865571751503609,-27.391840746454122,216,LPR_037,Open,Flooded,Richards Road, ,CAMP MOUNTAIN,2020-02-26T05:00:00.000Z,no,"Richards Road, CAMP MOUNTAIN",DWCP,d3390d8b-a7f7-431a-815c-1f4e06ae5a19
152.953154339516971,-27.176400610065581,217,BUR_049,Open,Flooded,New Settlement Road,at underpass,NARANGBA,2020-02-26T05:00:00.000Z,no,New Settlement Road,DWCP,34212927-cc23-4f6d-bca5-0874ec9f3219
152.992485358449898,-27.241875989672838,218,HAY_012,Open,Flooded,Old Gympie Road,at Brickworks Road,KALLANGUR,2020-02-26T05:00:00.000Z,no,Old Gympie Road,DWCP,d65bc711-afaf-4717-aa8b-025f02ffd7fc
152.973339501019069,-27.389560993740943,219,BCC_006,Open,Flooded,Timms Road,,EVERTON HILLS,2020-02-26T05:00:00.000Z,no,"Timms Road, EVERTON HILLS",DWCP,9a84932e-e783-48ce-ad15-fc6235779a3b
153.043442243534258,-27.134510613537635,220,CAB_005,Open,Flooded,Gillian Street, ,BEACHMERE,2020-02-26T05:00:00.000Z,no,"Gillian Street, BEACHMERE",DWCP,39900cd4-78ab-4fad-97d8-397803c2f34a
153.031719545283465,-27.235764941783923,221,HAY_013,Open,Flooded,Kinsellas Road East, ,MANGO HILL,2020-02-26T05:00:00.000Z,no,"Kinsellas Road East, MANGO HILL",DWCP,ec763546-f5d3-405b-9ee9-3f245dd46594
153.018652950299753,-27.27400710443677,222,LPR_069,Open,Flooded,Dohles Rocks Road,at entry to on ramp to highway,GRIFFIN,2020-02-26T05:00:00.000Z,no,Dohles Rocks Road,DWCP,aa4f658d-ea9f-4fcf-a555-c44082526016
152.991717365357289,-27.147652228210312,223,BUR_036,Open,Flooded,Fountain Road,at Lewis Road,BURPENGARY EAST,2020-02-26T05:00:00.000Z,no,"Fountain Rd at Lewis Place, BURPENGARY EAST",DWCP,e070d171-17e8-4f8d-b76d-d71804760e54
152.861745895878869,-27.403240703820149,224,LPR_053,Open,Flooded,Upper Camp Mountain Road,at Dip Road,CAMP MOUNTAIN,2020-02-26T05:00:00.000Z,no,"Upper Camp Mountain Road at Dip Road, CAMP MOUNTAIN",DWCP,f988dea5-4f7c-48e9-ae63-1eafedb66ee7
152.918493495557698,-27.02042277703756,225,PUM_003,Open,Flooded,King Road, ,ELIMBAH,2020-02-26T05:00:00.000Z,no,King Road,DWCP,26ae1fdf-41bd-42f3-9271-665608fe4f00
